"customerkey","givenname","cohort_year","last_purchase_date","customer_status"
1194951,"Leo","2017","2022-08-29","churned"
1195055,"Declan","2022","2022-10-06","churned"
1195177,"Benjamin","2018","2019-02-11","churned"
1195192,"Natasha","2017","2021-10-07","churned"
1195320,"Louie","2018","2018-07-19","churned"
1195367,"Tia","2017","2022-06-10","churned"
1195571,"Faith","2018","2023-05-04","churned"
1195608,"Lydia","2023","2023-10-03","churned"
1195623,"Mohammad","2023","2023-01-21","churned"
1195629,"Sam","2015","2021-08-30","churned"
1195693,"Gabriel","2016","2018-10-31","churned"
1195715,"Kyle","2022","2022-12-20","churned"
1195735,"Kieran","2022","2022-12-30","churned"
1195794,"Charlie","2018","2018-03-03","churned"
1195796,"Chelsea","2019","2019-08-03","churned"
1195835,"Robert","2015","2015-08-26","churned"
1195878,"Bradley","2019","2023-06-24","churned"
1195942,"Michael","2017","2017-11-28","churned"
1196006,"Nathan","2016","2016-06-13","churned"
1196026,"Hannah","2015","2015-10-28","churned"
1196110,"Elise","2019","2019-06-15","churned"
1196125,"Cerys","2017","2019-08-14","churned"
1196138,"Liam","2023","2023-03-31","churned"
1196168,"Amelie","2017","2022-10-20","churned"
1196175,"Olivia","2022","2022-09-14","churned"
1196181,"Katherine","2017","2017-03-11","churned"
1196283,"Charles","2018","2018-02-22","churned"
1196325,"Kieran","2019","2020-03-03","churned"
1196550,"Dylan","2020","2020-01-08","churned"
1196668,"Aaron","2022","2022-06-30","churned"
1196718,"Isobel","2018","2018-06-14","churned"
1196771,"Georgia","2021","2021-10-13","churned"
1196782,"Lola","2021","2023-03-19","churned"
1196785,"Bethany","2019","2023-02-11","churned"
1196841,"Ewan","2019","2019-02-21","churned"
1196887,"Lewis","2016","2016-08-30","churned"
1196919,"Eve","2022","2022-05-13","churned"
1196981,"Leo","2020","2023-05-02","churned"
1197014,"William","2023","2023-12-14","active"
1197059,"Charlie","2019","2022-01-22","churned"
1197141,"Kate","2019","2024-03-10","active"
1197161,"Liam","2018","2021-05-08","churned"
1197278,"Matthew","2017","2017-02-11","churned"
1197328,"Connor","2023","2023-09-12","churned"
1197347,"Tom","2018","2019-07-30","churned"
1197351,"Ellie","2018","2023-01-28","churned"
1197403,"Declan","2015","2023-06-19","churned"
1197426,"Lilly","2020","2020-01-29","churned"
1197431,"Gabriel","2022","2022-07-11","churned"
1197474,"Louise","2019","2019-03-23","churned"
1197518,"Jamie","2022","2022-02-19","churned"
1197661,"Hayden","2018","2018-12-25","churned"
1197707,"Dominic","2022","2022-02-18","churned"
1197713,"Hayden","2018","2018-08-10","churned"
1197751,"Aimee","2015","2023-06-03","churned"
1197766,"Georgia","2023","2023-07-06","churned"
1197769,"Callum","2017","2017-07-12","churned"
1197881,"Naomi","2019","2019-07-08","churned"
1197988,"Olivia","2016","2016-08-13","churned"
1197995,"Lucas","2018","2018-07-14","churned"
1198002,"George","2015","2018-03-08","churned"
1198018,"George","2016","2016-04-20","churned"
1198117,"Maisie","2015","2023-09-26","churned"
1198176,"Aimee","2018","2021-11-12","churned"
1198202,"Ellis","2015","2015-03-07","churned"
1198295,"Yasmin","2021","2021-12-23","churned"
1198333,"Bailey","2020","2020-01-08","churned"
1198340,"Ruby","2017","2017-05-17","churned"
1198356,"Sofia","2020","2020-06-26","churned"
1198381,"Skye","2015","2015-01-21","churned"
1198392,"Katherine","2018","2018-08-31","churned"
1198463,"Eve","2016","2016-10-07","churned"
1198516,"Poppy","2018","2018-06-15","churned"
1198537,"Chloe","2022","2022-04-29","churned"
1198617,"Archie","2021","2021-12-16","churned"
1198622,"Evan","2022","2022-12-01","churned"
1198633,"Jordan","2022","2022-11-26","churned"
1198702,"Noah","2018","2018-10-25","churned"
1198723,"Peter","2016","2024-02-21","active"
1198789,"Robert","2022","2022-01-24","churned"
1198835,"Harrison","2022","2022-02-23","churned"
1198886,"Maya","2017","2024-01-19","active"
1198897,"Elliot","2022","2022-05-21","churned"
1198898,"Leon","2020","2020-01-29","churned"
1198909,"Elise","2015","2018-09-30","churned"
1199077,"Nicole","2019","2019-08-17","churned"
1199097,"Hannah","2018","2022-01-15","churned"
1199118,"Edward","2018","2018-07-23","churned"
1199122,"Connor","2022","2022-01-24","churned"
1199142,"Summer","2022","2022-03-19","churned"
1199162,"Amelie","2017","2017-09-09","churned"
1199180,"Dominic","2016","2016-02-17","churned"
1199217,"Samuel","2019","2019-06-01","churned"
1199236,"Melissa","2015","2019-09-11","churned"
1199269,"Ellis","2018","2018-06-09","churned"
1199331,"Courtney","2021","2021-06-21","churned"
1199371,"Liam","2017","2024-02-05","active"
1199420,"Isabella","2023","2023-10-15","churned"
1199543,"Libby","2015","2022-02-08","churned"
1199581,"Ellie","2016","2016-11-22","churned"
1199677,"Kyle","2022","2022-12-03","churned"
1199827,"Hannah","2017","2017-08-05","churned"
1199910,"Jack","2022","2022-05-26","churned"
1199996,"Corey","2019","2019-10-09","churned"
1200054,"Rochelle","2022","2023-06-25","churned"
1200073,"Edward","2023","2023-06-17","churned"
1200115,"Jesus","2018","2023-05-26","churned"
1200142,"Paul","2019","2023-07-29","churned"
1200171,"Michael","2015","2023-09-30","churned"
1200210,"Toni","2018","2023-11-13","active"
1200222,"Anna","2018","2023-07-07","churned"
1200350,"Dorothy","2016","2016-09-10","churned"
1200391,"Nicholas","2022","2022-08-31","churned"
1200407,"Annie","2019","2019-09-27","churned"
1200451,"Carl","2023","2023-03-21","churned"
1200467,"Lillian","2016","2019-01-15","churned"
1200490,"James","2023","2023-05-05","churned"
1200493,"Harry","2020","2020-01-07","churned"
1200509,"Raymond","2021","2022-09-15","churned"
1200639,"Jason","2023","2023-04-28","churned"
1200693,"Arthur","2017","2018-09-08","churned"
1200706,"Wanda","2015","2015-07-31","churned"
1200830,"Donald","2020","2020-02-27","churned"
1200842,"Angel","2022","2022-08-29","churned"
1200861,"Crystal","2021","2022-10-18","churned"
1200867,"James","2021","2024-04-19","active"
1200870,"Chad","2018","2018-08-09","churned"
1200873,"Vernon","2022","2022-02-19","churned"
1200875,"Troy","2017","2017-03-04","churned"
1200888,"Marina","2021","2021-11-09","churned"
1200961,"Marlin","2022","2022-09-18","churned"
1200967,"Laurie","2023","2023-05-05","churned"
1200996,"Julie","2019","2020-09-02","churned"
1201067,"Emily","2018","2018-08-13","churned"
1201098,"Joyce","2017","2017-01-30","churned"
1201104,"Carie","2022","2022-02-05","churned"
1201121,"Scott","2021","2021-07-08","churned"
1201136,"Richard","2016","2024-01-26","active"
1201139,"Billy","2017","2017-06-06","churned"
1201156,"Janet","2020","2020-07-03","churned"
1201177,"Agnes","2022","2024-01-02","active"
1201202,"Cynthia","2019","2023-10-06","churned"
1201211,"Kurt","2018","2023-03-03","churned"
1201237,"Rafael","2017","2022-03-07","churned"
1201282,"Susan","2019","2023-09-29","churned"
1201371,"Jonathan","2018","2021-09-15","churned"
1201401,"Jeanine","2022","2022-05-28","churned"
1201444,"Juanita","2021","2021-06-03","churned"
1201475,"Gerald","2016","2023-11-11","active"
1201530,"Ronald","2023","2023-03-11","churned"
1201593,"Robert","2017","2017-02-23","churned"
1201669,"Floyd","2022","2022-09-29","churned"
1201696,"Anita","2021","2023-12-18","active"
1201705,"Randy","2019","2022-06-16","churned"
1201707,"Ryan","2020","2020-01-04","churned"
1201787,"Samuel","2019","2019-12-07","churned"
1201842,"Mark","2023","2023-02-02","churned"
1201852,"Annette","2016","2018-06-09","churned"
1201855,"Frances","2022","2024-01-01","active"
1201873,"Lois","2019","2020-12-26","churned"
1201899,"Karen","2015","2015-02-22","churned"
1201958,"Sharon","2020","2022-04-14","churned"
1201982,"Lauralee","2021","2021-09-18","churned"
1202000,"Esmeralda","2020","2020-02-09","churned"
1202020,"Rosemarie","2019","2019-02-20","churned"
1202037,"Richard","2018","2018-10-27","churned"
1202052,"Timothy","2018","2023-02-25","churned"
1202136,"Barbara","2019","2024-02-17","active"
1202148,"Leanne","2016","2023-07-03","churned"
1202162,"Gladys","2022","2022-05-12","churned"
1202178,"Verda","2018","2019-09-25","churned"
1202185,"Chester","2019","2019-08-02","churned"
1202215,"Brent","2021","2023-05-18","churned"
1202235,"Ernest","2023","2023-03-02","churned"
1202301,"Jane","2022","2022-11-07","churned"
1202332,"Florine","2018","2018-06-10","churned"
1202368,"Yvonne","2021","2021-03-05","churned"
1202385,"Marsha","2021","2023-01-05","churned"
1202395,"Annette","2019","2023-04-19","churned"
1202433,"Randall","2018","2024-03-02","active"
1202536,"Troy","2019","2019-10-23","churned"
1202577,"Margaret","2021","2022-11-10","churned"
1202637,"Ruth","2019","2019-11-26","churned"
1202667,"Alvin","2022","2022-09-02","churned"
1202715,"Thaddeus","2022","2023-11-08","active"
1202743,"Julia","2020","2020-09-05","churned"
1202788,"Michelle","2018","2022-01-03","churned"
1202851,"Rose","2017","2022-09-26","churned"
1202870,"Jason","2023","2023-05-20","churned"
1202898,"Hipolito","2023","2023-05-31","churned"
1202912,"Glenda","2019","2019-08-20","churned"
1202939,"Patricia","2023","2023-03-01","churned"
1202941,"Robert","2015","2018-01-24","churned"
1202969,"Kenneth","2021","2024-01-24","active"
1202990,"Tanya","2017","2017-12-23","churned"
1203005,"Josette","2017","2021-07-07","churned"
1203024,"Silvia","2015","2020-02-18","churned"
1203032,"Haley","2019","2021-04-06","churned"
1203173,"Sandra","2019","2019-12-25","churned"
1203178,"Andres","2015","2021-03-11","churned"
1203192,"Bertha","2022","2022-01-24","churned"
1203229,"George","2021","2021-10-23","churned"
1203236,"Andy","2022","2022-02-12","churned"
1203238,"Elizabeth","2022","2023-11-02","active"
1203255,"Justin","2023","2023-01-19","churned"
1203357,"William","2016","2023-11-09","active"
1203381,"Dee","2018","2023-06-13","churned"
1203471,"Dana","2021","2021-05-05","churned"
1203533,"Melissa","2018","2018-05-15","churned"
1203538,"Craig","2021","2021-05-13","churned"
1203554,"Evelyn","2022","2022-12-14","churned"
1203706,"Helen","2018","2018-02-17","churned"
1203710,"Joan","2019","2019-07-25","churned"
1203715,"Robert","2023","2023-07-03","churned"
1203755,"Carla","2017","2017-01-23","churned"
1203767,"Terrence","2018","2018-07-31","churned"
1203809,"James","2019","2019-04-11","churned"
1203819,"Renee","2019","2022-11-16","churned"
1203845,"Rudolph","2019","2019-02-28","churned"
1203853,"David","2022","2022-02-16","churned"
1203867,"Jose","2018","2022-05-16","churned"
1203890,"Dahlia","2023","2023-09-24","churned"
1203906,"Susan","2022","2022-08-04","churned"
1204094,"Carol","2022","2022-11-08","churned"
1204141,"Tony","2022","2022-02-23","churned"
1204209,"Efrain","2015","2015-06-18","churned"
1204276,"Bobby","2019","2022-09-15","churned"
1204294,"Charles","2017","2023-04-24","churned"
1204424,"Kara","2021","2023-12-23","active"
1204552,"Elizabeth","2023","2023-08-15","churned"
1204555,"Brenda","2017","2024-02-08","active"
1204569,"Alan","2023","2023-01-18","churned"
1204609,"Valerie","2023","2023-07-05","churned"
1204614,"Gary","2021","2021-06-27","churned"
1204630,"Larry","2021","2021-07-31","churned"
1204700,"Kevin","2019","2019-01-11","churned"
1204703,"Jerrod","2023","2023-07-26","churned"
1204744,"James","2019","2019-08-23","churned"
1204768,"Whitney","2018","2018-11-06","churned"
1204903,"Marylyn","2017","2018-08-30","churned"
1204979,"Mei","2023","2023-03-01","churned"
1205004,"Jesus","2018","2019-10-24","churned"
1205035,"Oscar","2019","2019-06-15","churned"
1205060,"Jennifer","2022","2022-11-19","churned"
1205123,"Charles","2018","2021-02-15","churned"
1205178,"Nevada","2023","2023-03-16","churned"
1205203,"David","2023","2023-02-02","churned"
1205205,"Rhonda","2021","2023-05-25","churned"
1205245,"Thomas","2021","2023-02-23","churned"
1205266,"Ruth","2019","2022-02-05","churned"
1205286,"Ashley","2017","2022-01-18","churned"
1205311,"Dale","2022","2022-12-29","churned"
1205434,"Rafael","2022","2022-02-10","churned"
1205445,"Dorothy","2018","2022-01-11","churned"
1205507,"Anna","2021","2023-03-01","churned"
1205553,"Victoria","2023","2024-03-08","active"
1205617,"Shaun","2018","2024-03-14","active"
1205641,"Leon","2018","2018-10-09","churned"
1205740,"Abe","2019","2023-08-19","churned"
1205759,"Cari","2017","2017-11-18","churned"
1205805,"Kenneth","2022","2024-02-24","active"
1205857,"Lynn","2017","2017-12-19","churned"
1205904,"Jennifer","2017","2017-02-14","churned"
1205936,"Jennifer","2017","2023-05-17","churned"
1205945,"Douglas","2020","2021-08-17","churned"
1206015,"Lori","2022","2022-11-19","churned"
1206017,"Willie","2018","2023-03-09","churned"
1206042,"Ana","2018","2024-02-14","active"
1206080,"Debbie","2015","2021-02-17","churned"
1206084,"Micah","2018","2019-01-01","churned"
1206152,"Stephanie","2019","2021-11-08","churned"
1206227,"Joe","2016","2023-06-10","churned"
1206233,"Maria","2017","2017-10-19","churned"
1206284,"Amy","2023","2023-04-29","churned"
1206315,"Catherine","2017","2021-07-10","churned"
1206346,"Aubrey","2020","2022-07-01","churned"
1206372,"Leona","2016","2022-05-26","churned"
1206463,"Albert","2015","2015-11-12","churned"
1206470,"Lonnie","2018","2022-07-20","churned"
1206500,"Nicole","2022","2022-07-27","churned"
1206543,"Madeline","2023","2023-04-27","churned"
1206662,"Ronald","2015","2015-06-29","churned"
1206686,"Kristin","2016","2021-12-02","churned"
1206727,"David","2017","2017-07-06","churned"
1206746,"Angela","2022","2022-11-30","churned"
1206783,"Harvey","2018","2018-10-10","churned"
1206884,"Courtney","2020","2020-03-04","churned"
1206955,"Heather","2021","2022-09-27","churned"
1207042,"Shelley","2020","2024-01-02","active"
1207069,"Leonarda","2018","2023-11-22","active"
1207143,"Iris","2022","2022-05-07","churned"
1207156,"Richard","2021","2022-07-16","churned"
1207158,"Jerry","2018","2018-12-24","churned"
1207206,"Eldon","2016","2016-09-23","churned"
1207208,"Guadalupe","2022","2022-02-12","churned"
1207221,"Karen","2019","2019-03-15","churned"
1207242,"Marlene","2020","2023-11-13","active"
1207276,"Douglas","2022","2022-05-21","churned"
1207354,"Carl","2016","2019-07-19","churned"
1207356,"Iona","2021","2023-03-16","churned"
1207474,"Val","2021","2021-06-18","churned"
1207602,"Violet","2019","2023-09-30","churned"
1207605,"Gary","2023","2023-06-15","churned"
1207609,"Kenneth","2021","2021-10-31","churned"
1207662,"Rachael","2020","2021-09-19","churned"
1207716,"Ronnie","2022","2022-06-18","churned"
1207806,"Denise","2019","2019-12-09","churned"
1207879,"Ann","2019","2022-02-17","churned"
1207891,"Evelyn","2022","2022-05-21","churned"
1207904,"Jack","2018","2018-09-20","churned"
1207995,"Nathan","2020","2022-04-07","churned"
1208003,"Russell","2017","2022-01-05","churned"
1208046,"Mary","2017","2017-12-30","churned"
1208089,"Linda","2015","2015-05-04","churned"
1208104,"Richard","2018","2024-01-16","active"
1208219,"Gary","2018","2018-08-08","churned"
1208327,"David","2018","2023-08-12","churned"
1208375,"Robert","2017","2023-06-27","churned"
1208392,"Ray","2019","2019-11-05","churned"
1208497,"Gay","2016","2016-07-16","churned"
1208520,"Barbara","2022","2022-04-27","churned"
1208537,"James","2018","2018-08-22","churned"
1208542,"Betty","2019","2019-02-20","churned"
1208644,"John","2021","2021-07-24","churned"
1208646,"Brittany","2015","2015-02-25","churned"
1208659,"Edgar","2019","2019-07-31","churned"
1208666,"Erika","2018","2023-08-23","churned"
1208669,"Daniel","2023","2023-11-16","active"
1208682,"Vincent","2018","2018-09-13","churned"
1208718,"Terry","2016","2022-11-08","churned"
1208722,"Julie","2018","2021-10-26","churned"
1208802,"Thomas","2021","2021-08-15","churned"
1208823,"Charles","2019","2024-03-22","active"
1208877,"Mary","2020","2020-06-17","churned"
1208929,"Judith","2017","2021-09-20","churned"
1209055,"Pamela","2016","2016-06-27","churned"
1209057,"Brandon","2018","2023-02-18","churned"
1209142,"Robert","2017","2017-09-02","churned"
1209190,"Earnest","2022","2022-08-31","churned"
1209232,"Edward","2015","2024-02-14","active"
1209236,"Robert","2015","2021-10-11","churned"
1209314,"William","2020","2020-08-28","churned"
1209458,"Edgar","2022","2022-03-01","churned"
1209560,"Kathleen","2022","2022-01-03","churned"
1209885,"Susan","2022","2022-08-19","churned"
1209908,"Evelyn","2018","2023-05-04","churned"
1210052,"Eloise","2016","2023-03-09","churned"
1210159,"Frank","2015","2015-10-31","churned"
1210231,"Andrea","2023","2023-05-20","churned"
1210258,"Brenda","2018","2018-12-28","churned"
1210308,"Lakisha","2022","2023-08-01","churned"
1210356,"Stephanie","2018","2018-12-16","churned"
1210396,"John","2023","2023-01-04","churned"
1210413,"Donald","2021","2023-05-09","churned"
1210443,"Frank","2019","2019-09-14","churned"
1210447,"Willie","2016","2023-04-22","churned"
1210462,"Elvin","2017","2017-10-09","churned"
1210497,"Donald","2019","2023-09-29","churned"
1210516,"Bonnie","2016","2020-07-03","churned"
1210571,"Kathleen","2021","2022-07-18","churned"
1210621,"Donald","2023","2023-01-27","churned"
1210716,"Bradley","2018","2022-05-13","churned"
1210776,"George","2018","2022-08-19","churned"
1210864,"Rebecca","2022","2022-10-20","churned"
1210920,"Jessie","2022","2022-11-17","churned"
1211090,"Victoria","2022","2023-11-28","active"
1211106,"Frank","2022","2022-07-22","churned"
1211251,"Anthony","2017","2017-06-24","churned"
1211262,"Stella","2019","2019-01-01","churned"
1211327,"Clay","2015","2018-02-20","churned"
1211335,"Penny","2022","2022-09-10","churned"
1211411,"Melinda","2018","2022-05-11","churned"
1211415,"Howard","2016","2019-05-02","churned"
1211427,"Ashley","2017","2021-09-30","churned"
1211429,"Mitzi","2020","2020-02-24","churned"
